Age,AnnualIncome,TotalSpend,YearsAsCustomer,NumOfPurchases,AvgTransactionAmount,NumOfReturns,NumOfSupportQueries,SatisfactionScore,LastPurchaseDaysAgo,EmailOptIn,Churn,Gender_Female,Gender_Male,Gender_Other,PromotionResponse_Ignored,PromotionResponse_Responded,PromotionResponse_Unsubscribed
33,148.57,1446.33,13,68,145.74,4,0,1,169,True,True,1.0,0.0,0.0,0.0,1.0,0.0
38,60.86,1258.83,18,59,210.92,4,0,4,265,True,True,1.0,0.0,0.0,0.0,1.0,0.0
45,129.47,8270.5,12,97,103.42,8,2,2,105,True,True,0.0,0.0,1.0,0.0,1.0,0.0
68,70.03,9652.33,7,73,265.29,9,4,2,197,True,True,0.0,0.0,1.0,0.0,0.0,1.0
33,97.63,6966.56,2,69,467.5,1,3,2,300,True,True,1.0,0.0,0.0,0.0,1.0,0.0
58,162.65,1003.58,1,94,335.83,0,1,2,331,True,True,1.0,0.0,0.0,1.0,0.0,0.0
45,108.37,8709.05,6,52,290.57,3,1,2,320,True,True,0.0,1.0,0.0,0.0,0.0,1.0
59,30.59,9671.33,9,93,403.19,9,4,4,320,True,False,1.0,0.0,0.0,0.0,1.0,0.0
33,117.59,3189.5,4,94,364.83,3,1,1,107,False,False,0.0,0.0,1.0,1.0,0.0,0.0
61,177.83,6678.56,7,80,115.07,8,4,1,162,False,True,0.0,1.0,0.0,0.0,0.0,1.0
50,102.12,5620.74,10,91,189.32,9,3,5,261,True,False,0.0,0.0,1.0,0.0,1.0,0.0
36,95.64,7781.99,14,86,183.99,4,3,3,189,True,True,0.0,0.0,1.0,0.0,1.0,0.0
53,147.44,2987.49,1,40,130.87,2,2,1,138,False,False,0.0,1.0,0.0,0.0,1.0,0.0
67,157.71,5313.18,4,5,491.01,3,1,2,150,False,False,1.0,0.0,0.0,0.0,1.0,0.0
48,188.68,770.69,3,95,430.53,9,4,3,305,False,False,0.0,1.0,0.0,0.0,0.0,1.0
41,194.06,9379.21,13,68,191.4,5,3,4,101,True,True,0.0,1.0,0.0,0.0,0.0,1.0
18,130.58,9543.81,12,53,434.05,4,4,2,150,False,False,0.0,1.0,0.0,0.0,0.0,1.0
67,50.27,8132.66,9,20,105.31,0,0,4,261,True,True,0.0,0.0,1.0,0.0,0.0,1.0
68,76.45,8878.16,19,84,135.89,7,0,5,332,False,False,0.0,0.0,1.0,1.0,0.0,0.0
60,25.93,5923.2,17,74,203.68,6,0,2,195,True,True,1.0,0.0,0.0,1.0,0.0,0.0
22,132.13,9025.95,18,76,13.5,7,2,5,10,True,True,0.0,1.0,0.0,0.0,0.0,1.0
43,157.15,6497.19,19,6,253.8,6,2,3,239,True,True,1.0,0.0,0.0,0.0,0.0,1.0
69,145.32,4402.86,11,19,414.73,8,1,3,141,False,False,0.0,0.0,1.0,0.0,1.0,0.0
30,59.57,5215.71,15,69,48.96,6,3,3,23,True,True,0.0,0.0,1.0,0.0,1.0,0.0
44,95.76,5266.95,15,34,310.61,5,2,3,56,False,True,1.0,0.0,0.0,0.0,1.0,0.0
22,156.13,3782.15,11,32,61.07,3,3,2,269,True,False,1.0,0.0,0.0,0.0,0.0,1.0
47,111.18,9958.72,13,1,382.0,1,4,3,107,True,True,1.0,0.0,0.0,0.0,0.0,1.0
55,70.34,6316.38,5,48,202.66,5,4,1,92,True,True,0.0,1.0,0.0,0.0,1.0,0.0
40,136.12,7029.89,14,64,88.4,2,0,1,227,False,False,0.0,0.0,1.0,0.0,1.0,0.0
30,162.46,765.57,8,35,226.62,6,0,3,150,False,False,0.0,1.0,0.0,0.0,0.0,1.0
44,129.29,2913.9,5,88,213.04,9,1,3,15,False,True,0.0,1.0,0.0,0.0,1.0,0.0
59,60.5,4031.41,13,53,378.02,5,0,2,215,False,False,1.0,0.0,0.0,1.0,0.0,0.0
69,164.35,3790.09,6,86,151.36,2,2,5,315,True,False,1.0,0.0,0.0,1.0,0.0,0.0
58,146.33,1319.48,4,34,27.27,4,4,3,325,False,True,1.0,0.0,0.0,0.0,1.0,0.0
41,47.43,3333.69,4,10,212.58,0,0,2,213,False,True,1.0,0.0,0.0,0.0,1.0,0.0
57,173.48,2954.65,17,45,345.45,3,0,4,29,False,True,0.0,1.0,0.0,0.0,1.0,0.0
25,198.04,1317.87,2,33,451.11,4,4,4,35,False,False,0.0,1.0,0.0,1.0,0.0,0.0
37,184.39,2822.56,14,88,293.2,7,0,1,121,False,True,0.0,1.0,0.0,1.0,0.0,0.0
37,28.02,8806.23,9,34,309.17,6,1,1,273,False,False,1.0,0.0,0.0,0.0,1.0,0.0
25,178.68,4608.82,12,11,454.51,5,3,5,78,True,True,1.0,0.0,0.0,0.0,0.0,1.0
20,184.96,3199.68,16,40,494.48,5,0,3,127,True,True,1.0,0.0,0.0,1.0,0.0,0.0
45,33.07,3754.7,2,69,358.07,4,4,1,237,False,True,0.0,1.0,0.0,0.0,0.0,1.0
30,122.46,1696.06,18,14,248.93,5,2,3,174,True,False,0.0,0.0,1.0,1.0,0.0,0.0
31,35.04,7633.32,15,88,379.8,8,4,4,251,True,False,0.0,1.0,0.0,1.0,0.0,0.0
64,93.77,8351.44,14,61,176.43,0,0,4,114,False,True,0.0,0.0,1.0,0.0,1.0,0.0
33,136.2,3878.23,9,43,110.51,5,1,3,353,True,True,0.0,1.0,0.0,0.0,1.0,0.0
62,20.67,1378.65,2,12,38.07,9,1,3,24,True,True,1.0,0.0,0.0,0.0,1.0,0.0
26,158.43,8788.42,12,19,357.91,7,3,5,86,True,True,1.0,0.0,0.0,1.0,0.0,0.0
43,39.74,6129.89,8,82,406.44,4,0,1,187,True,False,0.0,0.0,1.0,0.0,0.0,1.0
24,172.94,7410.18,8,98,443.33,5,0,3,236,True,False,0.0,1.0,0.0,0.0,1.0,0.0
68,126.25,4188.21,8,65,493.85,5,1,1,22,False,True,0.0,0.0,1.0,0.0,1.0,0.0
61,186.73,4060.43,19,57,41.79,5,3,3,335,False,True,1.0,0.0,0.0,0.0,1.0,0.0
46,47.27,652.33,13,9,48.54,5,3,4,166,True,True,0.0,1.0,0.0,0.0,1.0,0.0
49,167.14,9525.89,19,14,372.37,9,2,2,119,False,False,0.0,0.0,1.0,0.0,0.0,1.0
22,169.13,9534.07,11,70,135.06,5,3,4,361,True,True,0.0,0.0,1.0,0.0,0.0,1.0
66,180.27,6377.5,4,36,330.33,5,2,2,29,False,True,0.0,0.0,1.0,0.0,1.0,0.0
41,167.54,8630.21,11,77,178.18,5,2,2,254,True,True,1.0,0.0,0.0,0.0,1.0,0.0
25,159.81,4818.38,6,83,84.44,8,1,1,317,True,True,0.0,0.0,1.0,0.0,0.0,1.0
63,189.46,3575.24,4,21,446.44,6,1,1,170,False,True,1.0,0.0,0.0,0.0,0.0,1.0
40,49.98,4212.41,4,90,122.18,6,0,3,94,False,False,1.0,0.0,0.0,0.0,0.0,1.0
51,33.05,9678.19,11,1,344.33,8,1,2,295,False,False,1.0,0.0,0.0,1.0,0.0,0.0
50,116.66,692.48,1,17,71.01,6,1,3,122,True,True,0.0,1.0,0.0,0.0,1.0,0.0
53,54.92,9732.04,1,45,164.79,3,2,2,202,True,True,0.0,0.0,1.0,1.0,0.0,0.0
21,153.91,7953.27,16,56,471.76,1,0,2,217,True,False,0.0,0.0,1.0,0.0,0.0,1.0
59,82.39,6153.7,16,40,490.91,7,3,2,131,False,True,0.0,1.0,0.0,0.0,1.0,0.0
30,72.97,8076.45,9,63,466.61,5,0,3,304,False,False,0.0,1.0,0.0,0.0,0.0,1.0
29,143.21,9654.65,18,98,39.62,4,2,5,206,False,False,0.0,1.0,0.0,0.0,0.0,1.0
61,62.97,2679.42,4,20,340.22,9,0,5,65,False,False,0.0,0.0,1.0,0.0,1.0,0.0
62,196.48,2653.79,15,78,104.27,8,3,3,150,False,True,1.0,0.0,0.0,0.0,0.0,1.0
44,142.02,6276.29,7,82,131.63,4,0,2,250,False,True,0.0,0.0,1.0,0.0,0.0,1.0
63,67.35,9627.73,9,48,63.97,2,2,1,148,False,False,0.0,0.0,1.0,0.0,0.0,1.0
35,179.18,9116.18,14,3,162.9,8,0,2,193,True,True,1.0,0.0,0.0,0.0,1.0,0.0
21,113.6,7973.0,10,2,215.47,9,2,1,133,True,False,1.0,0.0,0.0,0.0,0.0,1.0
21,108.9,4903.08,6,10,201.35,1,2,3,223,True,False,0.0,1.0,0.0,0.0,0.0,1.0
23,60.46,8437.46,18,24,396.44,2,4,5,53,False,True,1.0,0.0,0.0,1.0,0.0,0.0
43,198.04,8154.46,19,91,109.43,7,1,2,43,False,False,1.0,0.0,0.0,0.0,1.0,0.0
26,179.23,6163.01,10,15,271.82,9,4,2,70,True,True,1.0,0.0,0.0,0.0,1.0,0.0
61,97.43,2771.9,13,19,209.98,9,4,5,163,True,True,1.0,0.0,0.0,1.0,0.0,0.0
62,78.67,2810.55,19,64,187.7,6,3,2,180,True,True,0.0,0.0,1.0,0.0,0.0,1.0
50,83.69,6056.17,12,69,300.67,7,1,3,237,True,False,0.0,1.0,0.0,1.0,0.0,0.0
36,124.15,8588.14,9,70,432.16,5,3,4,151,True,False,0.0,1.0,0.0,0.0,0.0,1.0
54,69.37,7794.21,19,14,404.14,2,1,1,335,True,False,1.0,0.0,0.0,0.0,0.0,1.0
46,144.87,2361.97,19,68,463.81,5,0,2,143,True,False,1.0,0.0,0.0,0.0,1.0,0.0
60,123.97,8779.15,12,17,307.76,6,4,2,323,False,True,0.0,1.0,0.0,1.0,0.0,0.0
48,179.81,4792.63,14,34,98.7,9,3,1,328,False,False,0.0,1.0,0.0,0.0,1.0,0.0
58,126.37,4598.42,8,78,182.89,8,4,4,5,True,True,0.0,1.0,0.0,1.0,0.0,0.0
52,38.36,1723.64,13,85,171.63,0,2,4,171,True,False,0.0,1.0,0.0,1.0,0.0,0.0
34,165.45,4872.41,9,88,303.37,3,3,1,172,True,False,0.0,1.0,0.0,0.0,1.0,0.0
20,146.36,6603.7,14,1,366.94,5,1,1,5,False,False,0.0,0.0,1.0,0.0,0.0,1.0
56,158.1,7785.7,1,39,464.56,0,2,1,267,False,True,0.0,0.0,1.0,0.0,0.0,1.0
42,103.13,5057.51,13,56,189.8,6,0,4,55,False,True,0.0,1.0,0.0,0.0,0.0,1.0
34,96.79,7591.98,12,31,153.29,4,0,1,64,False,True,0.0,0.0,1.0,0.0,0.0,1.0
29,77.87,343.68,15,35,355.75,3,3,5,185,True,False,0.0,1.0,0.0,0.0,1.0,0.0
28,83.05,5310.58,15,32,381.78,7,4,3,131,False,True,1.0,0.0,0.0,0.0,0.0,1.0
61,120.07,9029.04,15,14,180.64,9,0,1,10,False,True,0.0,1.0,0.0,0.0,1.0,0.0
28,156.7,3922.77,3,59,314.01,8,3,1,235,True,False,1.0,0.0,0.0,0.0,0.0,1.0
66,107.69,5727.35,13,65,488.27,0,1,5,58,False,False,0.0,0.0,1.0,1.0,0.0,0.0
21,183.87,2683.15,8,43,210.58,1,0,4,47,True,True,0.0,1.0,0.0,1.0,0.0,0.0
67,170.58,8593.99,15,80,482.92,1,4,5,298,True,True,0.0,1.0,0.0,0.0,0.0,1.0
43,53.16,7124.95,19,33,133.67,0,1,1,120,False,True,1.0,0.0,0.0,1.0,0.0,0.0
33,46.25,830.49,6,53,445.63,8,1,3,52,False,True,0.0,0.0,1.0,1.0,0.0,0.0
27,135.96,7771.17,13,1,89.19,4,2,3,21,True,True,0.0,0.0,1.0,0.0,0.0,1.0
52,56.23,412.89,13,53,159.35,2,1,1,112,True,True,0.0,0.0,1.0,0.0,1.0,0.0
37,161.92,4548.75,18,8,392.86,6,1,5,363,False,True,0.0,1.0,0.0,0.0,0.0,1.0
69,51.74,9717.21,19,42,78.81,9,1,5,289,False,False,0.0,1.0,0.0,0.0,0.0,1.0
52,190.87,6265.61,11,21,305.74,2,1,3,171,True,False,1.0,0.0,0.0,1.0,0.0,0.0
19,121.05,6093.37,13,70,62.14,0,0,3,233,True,False,1.0,0.0,0.0,0.0,1.0,0.0
34,25.09,5819.54,3,53,350.47,9,2,2,277,False,False,1.0,0.0,0.0,0.0,0.0,1.0
35,104.66,2283.01,4,51,483.09,0,0,5,353,True,False,0.0,1.0,0.0,1.0,0.0,0.0
21,42.95,3626.91,8,56,173.34,2,4,2,28,False,False,0.0,0.0,1.0,0.0,1.0,0.0
50,196.84,3437.78,18,9,151.77,1,0,2,277,True,False,1.0,0.0,0.0,0.0,1.0,0.0
18,103.18,7669.87,16,41,125.77,5,4,1,188,True,False,0.0,1.0,0.0,0.0,0.0,1.0
47,72.45,5634.56,1,82,373.88,5,0,3,204,False,False,0.0,1.0,0.0,0.0,0.0,1.0
34,134.86,3956.71,15,48,420.91,6,0,1,269,True,True,0.0,0.0,1.0,1.0,0.0,0.0
37,147.5,9183.64,10,77,59.29,4,0,2,117,False,False,0.0,0.0,1.0,0.0,0.0,1.0
42,80.93,7005.43,15,77,449.91,0,2,5,340,True,True,0.0,0.0,1.0,0.0,0.0,1.0
21,172.79,8205.52,6,24,249.51,2,4,3,75,True,False,0.0,0.0,1.0,0.0,1.0,0.0
38,106.68,4702.73,4,68,222.93,0,3,3,295,False,True,0.0,0.0,1.0,0.0,1.0,0.0
46,193.56,9025.91,18,84,382.53,4,2,1,194,True,True,0.0,0.0,1.0,1.0,0.0,0.0
68,153.26,1122.21,13,22,419.47,3,4,4,42,True,False,1.0,0.0,0.0,0.0,0.0,1.0
68,139.31,5036.53,10,92,382.27,8,3,4,217,False,True,0.0,1.0,0.0,0.0,1.0,0.0
52,134.51,9844.59,9,65,496.82,7,3,3,156,True,False,0.0,0.0,1.0,1.0,0.0,0.0
40,138.27,9097.88,1,73,351.27,8,1,4,52,True,False,1.0,0.0,0.0,1.0,0.0,0.0
57,56.03,5916.14,4,4,323.31,7,0,2,199,True,False,0.0,0.0,1.0,0.0,1.0,0.0
19,139.73,4597.85,4,65,216.74,8,2,5,356,False,True,1.0,0.0,0.0,1.0,0.0,0.0
49,158.28,7354.87,15,85,405.83,5,2,4,352,True,False,1.0,0.0,0.0,0.0,1.0,0.0
54,164.33,861.04,14,37,366.29,0,3,1,89,True,False,0.0,0.0,1.0,0.0,0.0,1.0
23,115.05,4379.57,19,42,407.43,6,3,1,254,False,True,1.0,0.0,0.0,1.0,0.0,0.0
68,116.12,154.55,13,67,473.47,8,3,2,322,True,True,0.0,0.0,1.0,0.0,0.0,1.0
67,179.18,1002.25,13,23,113.68,8,1,1,182,False,False,0.0,1.0,0.0,0.0,1.0,0.0
44,81.04,8013.13,14,9,387.38,9,3,4,66,True,False,0.0,0.0,1.0,1.0,0.0,0.0
48,110.15,2553.18,4,17,391.19,2,2,2,176,True,False,0.0,1.0,0.0,0.0,0.0,1.0
45,138.23,7188.64,3,15,453.21,8,2,5,261,True,True,0.0,1.0,0.0,0.0,1.0,0.0
41,188.82,5844.46,11,88,378.05,8,4,5,57,True,True,0.0,0.0,1.0,0.0,0.0,1.0
51,64.28,2820.96,19,15,168.88,3,0,3,5,True,True,1.0,0.0,0.0,1.0,0.0,0.0
68,127.21,487.35,9,38,223.98,0,0,2,91,True,True,0.0,1.0,0.0,1.0,0.0,0.0
58,72.66,8041.66,4,9,471.18,6,1,5,340,True,False,0.0,0.0,1.0,1.0,0.0,0.0
36,40.96,7555.12,14,18,301.65,6,0,4,360,True,True,1.0,0.0,0.0,0.0,0.0,1.0
25,161.13,5968.32,17,75,337.19,4,2,3,236,True,True,0.0,1.0,0.0,0.0,0.0,1.0
31,186.12,9124.31,14,28,338.83,8,3,2,260,True,False,0.0,1.0,0.0,0.0,0.0,1.0
42,168.22,5391.64,16,2,233.12,6,1,5,260,True,False,0.0,0.0,1.0,0.0,0.0,1.0
26,182.38,5932.07,12,62,317.27,1,2,3,125,True,True,0.0,0.0,1.0,0.0,0.0,1.0
65,196.86,6079.87,19,16,366.16,6,4,3,264,True,False,0.0,1.0,0.0,1.0,0.0,0.0
60,155.86,3530.69,6,7,493.42,9,4,3,329,False,True,0.0,1.0,0.0,1.0,0.0,0.0
64,124.74,1072.56,1,39,248.53,0,1,5,296,True,False,0.0,1.0,0.0,0.0,1.0,0.0
41,128.35,5820.85,6,26,428.6,0,0,5,21,False,False,0.0,0.0,1.0,0.0,1.0,0.0
51,143.12,8832.16,8,79,391.06,5,3,4,78,True,False,1.0,0.0,0.0,0.0,0.0,1.0
69,108.14,393.05,4,44,425.02,0,4,5,82,True,True,1.0,0.0,0.0,0.0,0.0,1.0
29,79.21,1483.33,11,11,436.71,9,3,4,287,True,False,0.0,0.0,1.0,0.0,1.0,0.0
53,65.77,7381.29,19,84,144.56,0,3,5,229,True,False,0.0,1.0,0.0,1.0,0.0,0.0
52,52.63,4532.02,13,27,74.64,5,2,5,143,True,False,0.0,1.0,0.0,0.0,0.0,1.0
61,88.34,9058.94,12,94,317.56,2,1,3,359,True,False,1.0,0.0,0.0,1.0,0.0,0.0
56,163.18,4281.83,3,29,294.39,7,0,3,197,True,False,1.0,0.0,0.0,0.0,0.0,1.0
18,41.98,399.86,9,36,246.8,0,0,4,190,False,True,0.0,0.0,1.0,1.0,0.0,0.0
57,137.16,5129.64,18,61,191.48,9,2,2,105,False,False,0.0,1.0,0.0,0.0,0.0,1.0
47,146.32,5231.54,7,28,42.6,4,4,1,253,True,False,0.0,0.0,1.0,1.0,0.0,0.0
66,151.33,1481.1,13,96,464.61,2,1,3,142,False,True,0.0,1.0,0.0,1.0,0.0,0.0
25,199.08,7549.66,12,12,128.77,0,1,1,262,False,True,0.0,1.0,0.0,1.0,0.0,0.0
31,112.66,2785.04,10,91,366.36,7,0,2,338,True,True,0.0,0.0,1.0,0.0,0.0,1.0
54,85.8,8326.0,18,38,135.22,2,2,2,82,True,True,0.0,1.0,0.0,1.0,0.0,0.0
58,112.22,7924.37,16,6,170.63,3,1,5,68,False,False,1.0,0.0,0.0,0.0,1.0,0.0
40,192.35,9705.11,8,46,426.4,4,1,4,287,False,False,0.0,1.0,0.0,1.0,0.0,0.0
20,77.57,268.6,8,62,357.7,7,4,3,165,True,True,0.0,1.0,0.0,0.0,1.0,0.0
21,26.17,3522.88,9,4,487.78,1,3,1,330,True,False,0.0,1.0,0.0,0.0,0.0,1.0
59,189.89,5643.48,2,66,484.34,4,0,2,338,False,False,1.0,0.0,0.0,0.0,0.0,1.0
25,135.9,8154.1,7,8,44.21,9,1,3,326,True,True,1.0,0.0,0.0,1.0,0.0,0.0
32,95.07,6266.97,16,69,290.46,0,0,4,166,True,False,1.0,0.0,0.0,0.0,0.0,1.0
27,33.61,8025.92,13,19,466.88,5,1,4,111,True,True,1.0,0.0,0.0,0.0,1.0,0.0
52,159.22,9562.24,6,64,327.74,4,2,3,78,False,True,0.0,0.0,1.0,0.0,0.0,1.0
53,60.72,1944.4,16,39,345.53,5,0,5,182,True,False,0.0,1.0,0.0,1.0,0.0,0.0
66,80.03,1557.75,10,49,440.93,4,1,1,184,True,False,0.0,1.0,0.0,0.0,0.0,1.0
57,120.44,2422.04,3,50,38.72,3,4,2,84,False,True,0.0,0.0,1.0,1.0,0.0,0.0
49,111.06,7696.87,9,41,40.06,4,2,4,3,False,True,0.0,0.0,1.0,0.0,0.0,1.0
18,146.79,8230.25,6,38,277.77,7,2,5,50,True,False,1.0,0.0,0.0,1.0,0.0,0.0
54,56.61,8917.81,3,26,137.1,0,4,5,204,False,True,1.0,0.0,0.0,0.0,1.0,0.0
61,116.83,2613.78,8,15,394.88,5,4,2,239,True,True,0.0,0.0,1.0,1.0,0.0,0.0
19,98.36,6747.13,10,9,414.8,7,3,2,274,True,True,0.0,1.0,0.0,0.0,1.0,0.0
19,121.0,7367.35,14,82,174.76,9,2,4,332,True,True,0.0,0.0,1.0,0.0,1.0,0.0
27,139.86,9906.34,3,35,462.35,3,2,3,322,True,True,0.0,0.0,1.0,0.0,1.0,0.0
65,171.85,3231.29,7,67,472.46,4,3,1,333,False,False,0.0,1.0,0.0,0.0,0.0,1.0
33,27.44,1765.41,19,27,342.15,2,3,5,361,False,True,0.0,0.0,1.0,0.0,0.0,1.0
42,72.85,2856.84,7,37,151.01,6,3,5,349,False,True,0.0,1.0,0.0,0.0,0.0,1.0
62,42.24,5558.96,1,9,181.65,7,0,1,58,True,True,0.0,0.0,1.0,0.0,1.0,0.0
19,146.11,2459.87,8,20,186.22,8,3,2,226,False,True,1.0,0.0,0.0,0.0,0.0,1.0
23,98.33,4119.77,19,37,331.47,7,0,4,62,False,True,1.0,0.0,0.0,0.0,0.0,1.0
28,128.91,8182.49,18,71,88.23,6,4,5,244,False,False,0.0,0.0,1.0,0.0,0.0,1.0
47,162.03,1021.36,14,21,226.41,4,2,4,228,False,True,0.0,1.0,0.0,0.0,1.0,0.0
21,55.64,6729.88,4,66,394.48,4,3,1,202,False,True,0.0,0.0,1.0,0.0,1.0,0.0
26,91.32,5689.51,9,74,456.01,2,4,2,352,True,True,0.0,0.0,1.0,0.0,0.0,1.0
56,184.89,493.85,3,23,95.44,6,4,3,224,False,True,1.0,0.0,0.0,0.0,0.0,1.0
43,59.11,4769.76,7,22,348.52,0,1,3,64,False,True,0.0,1.0,0.0,1.0,0.0,0.0
27,69.82,5968.63,9,91,262.13,1,1,2,169,True,True,1.0,0.0,0.0,0.0,0.0,1.0
37,62.47,9643.8,2,60,460.12,4,1,2,35,True,False,0.0,0.0,1.0,1.0,0.0,0.0
60,94.36,5362.9,3,11,406.14,0,4,3,349,False,False,0.0,1.0,0.0,0.0,1.0,0.0
53,81.58,8469.2,5,76,98.03,2,0,2,216,True,False,1.0,0.0,0.0,1.0,0.0,0.0
40,154.22,161.75,1,55,124.79,8,2,4,263,True,True,0.0,0.0,1.0,1.0,0.0,0.0
43,121.17,5093.42,2,93,380.62,5,2,4,255,True,False,1.0,0.0,0.0,0.0,0.0,1.0
59,76.28,1428.63,6,94,21.27,2,1,1,242,False,True,0.0,1.0,0.0,1.0,0.0,0.0
48,34.05,4227.98,15,25,127.59,8,4,5,241,False,True,0.0,1.0,0.0,0.0,1.0,0.0
18,150.33,6740.03,12,95,492.33,8,1,5,301,True,True,1.0,0.0,0.0,0.0,1.0,0.0
19,51.17,916.69,2,11,416.22,0,3,1,140,False,True,0.0,0.0,1.0,0.0,0.0,1.0
53,198.11,4636.96,5,87,422.51,7,0,4,240,False,True,1.0,0.0,0.0,0.0,0.0,1.0
42,30.42,268.7,18,77,226.57,5,0,1,43,True,False,0.0,0.0,1.0,1.0,0.0,0.0
20,167.03,898.67,2,65,403.54,4,1,2,28,True,False,0.0,1.0,0.0,0.0,1.0,0.0
28,148.38,5704.28,7,35,348.69,6,2,2,187,True,True,1.0,0.0,0.0,0.0,1.0,0.0
67,45.96,1022.8,3,63,235.56,5,1,1,23,False,True,1.0,0.0,0.0,1.0,0.0,0.0
45,184.41,3740.69,1,42,312.11,5,1,5,168,False,False,1.0,0.0,0.0,1.0,0.0,0.0
42,140.17,571.45,3,54,334.31,5,4,5,100,True,True,0.0,0.0,1.0,1.0,0.0,0.0
62,82.54,7009.36,8,41,351.68,5,2,5,24,False,True,1.0,0.0,0.0,0.0,0.0,1.0
34,78.18,9737.84,4,69,261.12,6,3,1,340,True,True,1.0,0.0,0.0,0.0,0.0,1.0
69,130.75,5887.98,4,83,103.58,6,3,1,296,False,False,0.0,1.0,0.0,0.0,0.0,1.0
67,137.04,7226.54,4,40,208.5,5,3,2,206,False,True,1.0,0.0,0.0,1.0,0.0,0.0
29,179.26,1057.44,13,97,462.29,5,1,4,319,True,True,1.0,0.0,0.0,0.0,0.0,1.0
43,73.16,6840.52,11,24,449.49,2,2,4,275,True,True,0.0,0.0,1.0,0.0,0.0,1.0
35,186.3,7405.02,2,90,418.46,0,0,1,124,True,False,0.0,0.0,1.0,0.0,1.0,0.0
43,31.41,3374.18,11,24,205.0,8,1,3,285,True,False,0.0,1.0,0.0,0.0,0.0,1.0
48,197.37,4414.83,13,80,334.47,9,4,2,145,False,False,1.0,0.0,0.0,0.0,1.0,0.0
36,92.86,2242.15,16,4,469.79,7,4,4,74,False,False,0.0,1.0,0.0,0.0,0.0,1.0
39,20.86,1027.24,8,32,55.82,7,0,1,299,False,False,0.0,1.0,0.0,0.0,1.0,0.0
66,77.31,4777.05,9,68,338.17,5,1,4,95,False,True,1.0,0.0,0.0,1.0,0.0,0.0
44,61.63,6894.28,1,52,393.26,3,4,1,257,True,True,1.0,0.0,0.0,0.0,1.0,0.0
48,112.78,5044.67,18,88,289.25,1,1,5,154,True,False,1.0,0.0,0.0,0.0,0.0,1.0
64,158.46,2055.64,3,53,332.87,8,3,2,280,False,False,0.0,0.0,1.0,0.0,0.0,1.0
35,82.84,2514.98,16,13,26.23,8,1,3,255,False,True,1.0,0.0,0.0,0.0,1.0,0.0
64,90.56,7862.42,8,95,132.17,8,3,5,302,True,False,1.0,0.0,0.0,1.0,0.0,0.0
24,73.59,8770.08,19,82,54.64,1,1,5,209,True,True,1.0,0.0,0.0,0.0,1.0,0.0
21,184.19,9619.59,1,18,52.17,8,3,2,203,False,False,0.0,0.0,1.0,0.0,0.0,1.0
53,68.84,8937.13,8,62,246.96,4,1,2,110,False,True,0.0,0.0,1.0,0.0,0.0,1.0
58,188.33,4152.02,11,70,173.03,6,3,1,338,True,True,0.0,1.0,0.0,0.0,1.0,0.0
45,113.03,3595.06,11,68,300.67,2,4,3,339,False,False,0.0,0.0,1.0,0.0,0.0,1.0
66,74.64,4036.91,18,49,49.33,7,1,1,70,False,True,0.0,1.0,0.0,1.0,0.0,0.0
49,182.07,3836.56,2,60,203.83,2,0,3,338,False,True,0.0,1.0,0.0,0.0,0.0,1.0
44,129.64,8068.45,5,88,468.32,6,1,2,187,True,False,0.0,1.0,0.0,1.0,0.0,0.0
37,85.88,1582.79,3,6,213.99,6,4,1,24,True,False,1.0,0.0,0.0,0.0,1.0,0.0
30,158.42,1642.28,18,69,452.25,7,3,5,330,True,False,0.0,0.0,1.0,0.0,0.0,1.0
39,24.46,4935.49,1,21,173.8,9,2,4,126,True,True,0.0,0.0,1.0,0.0,1.0,0.0
30,190.69,9784.47,17,11,143.49,2,1,2,340,True,True,1.0,0.0,0.0,0.0,0.0,1.0
36,22.57,9905.49,19,59,289.28,2,3,1,102,False,True,1.0,0.0,0.0,0.0,1.0,0.0
54,167.32,4382.71,10,7,118.39,9,0,1,304,False,True,0.0,1.0,0.0,0.0,0.0,1.0
59,102.33,6636.88,18,48,81.1,9,1,4,294,True,False,1.0,0.0,0.0,0.0,0.0,1.0
64,75.97,1291.84,3,46,49.41,3,2,3,97,False,True,0.0,0.0,1.0,0.0,0.0,1.0
53,43.68,4168.07,10,33,168.63,5,2,2,75,True,False,0.0,0.0,1.0,0.0,0.0,1.0
51,20.29,790.9,1,51,133.62,6,2,4,38,True,False,1.0,0.0,0.0,0.0,1.0,0.0
50,130.81,9504.15,15,60,110.27,4,0,3,33,False,True,0.0,0.0,1.0,0.0,1.0,0.0
24,146.23,4341.97,5,92,230.9,9,0,4,349,True,True,1.0,0.0,0.0,1.0,0.0,0.0
23,105.48,6156.66,10,13,486.53,8,4,5,167,True,False,1.0,0.0,0.0,1.0,0.0,0.0
43,72.0,4028.51,5,66,369.27,7,0,4,119,False,True,1.0,0.0,0.0,0.0,1.0,0.0
41,82.76,1239.86,7,70,229.07,3,1,3,133,False,True,0.0,1.0,0.0,0.0,0.0,1.0
44,149.27,4435.99,13,97,114.02,9,2,4,6,True,False,1.0,0.0,0.0,0.0,0.0,1.0
58,196.22,9434.11,19,88,442.58,9,1,5,258,False,True,1.0,0.0,0.0,0.0,1.0,0.0
41,182.12,1664.79,1,64,439.61,2,4,3,126,True,True,0.0,0.0,1.0,0.0,0.0,1.0
